ngram,log_odds,count_top,count_bot
9 7,1.1486814010397826,5,2
ground quickly,1.1486814010397826,5,2
play style,1.1486814010397826,5,2
complementary,1.1486814010397826,5,2
season overall,1.1486814010397826,5,2
11 3,1.1486814010397826,5,2
speeds,1.1486814010397826,5,2
interviews,1.1486814010397826,5,2
academy aran,1.1486814010397826,5,2
shots well,1.1486814010397826,5,2
chicago,1.1486814010397826,5,2
7 blocks,1.1486814010397826,5,2
percentage shots,1.1486814010397826,5,2
relying,1.1486814010397826,5,2
solid touch,1.1486814010397826,5,2
illinois,1.1486814010397826,5,2
game showing,1.1486814010397826,5,2
goal attempts,1.1486814010397826,5,2
beaten,1.1486814010397826,5,2
defensive instincts,1.1486814010397826,5,2
3 31,1.1486814010397826,5,2
lou,1.1486814010397826,5,2
33 5,1.1486814010397826,5,2
shows great,1.1486814010397826,5,2
greatest strength,1.1486814010397826,5,2
243,1.1486814010397826,5,2
1 46,1.1486814010397826,5,2
4 22,1.1486814010397826,5,2
stretch four,1.1486814010397826,5,2
open spots,1.1486814010397826,5,2
nice potential,1.1486814010397826,5,2
25 points,1.1486814010397826,5,2
10 pick,1.1486814010397826,5,2
160,1.1486814010397826,5,2
mini,1.1486814010397826,5,2
4 apg,1.1486814010397826,5,2
rebounding guard,1.1486814010397826,5,2
turn 19,1.1486814010397826,5,2
defensive rebounder,1.1486814010397826,5,2
youngest,1.1486814010397826,5,2
vast,1.1486814010397826,5,2
recognition,1.1486814010397826,5,2
sports,1.1486814010397826,5,2
improves,1.1486814010397826,5,2
outlook incoming,1.1486814010397826,5,2
missouri,1.1486814010397826,5,2
quick second,1.1486814010397826,5,2
averaging 19,1.1486814010397826,5,2
level athleticism,1.1486814010397826,5,2
mid first,1.1486814010397826,5,2
9 fg,1.1486814010397826,5,2
better athletes,1.1486814010397826,5,2
dominating,1.1486814010397826,5,2
slightly undersized,1.1486814010397826,5,2
round notes,1.1486814010397826,5,2
credit,1.1486814010397826,5,2
one handed,1.1486814010397826,5,2
good pick,1.1486814010397826,5,2
portion,1.1486814010397826,5,2
defensive presence,1.1486814010397826,5,2
good ability,1.1486814010397826,5,2
0 7,1.1197345510488272,22,9
long range,1.110038623888455,17,7
physically,1.1035315208654009,29,12
polish,1.0933782183672456,24,10
catching,1.0924628919495305,12,5
net,1.0924628919495305,12,5
possession,1.0924628919495305,12,5
uk,1.0924628919495305,12,5
5 4,1.0924628919495305,12,5
84,1.0924628919495305,12,5
