ngram,log_odds,count_top,count_bot
armour association,2.3335306818117267,24,5
box,2.2912580558246063,14,3
nose,2.236897457102419,9,2
vs,2.236897457102419,9,2
floor spacing,2.236897457102419,9,2
rivals,2.236897457102419,9,2
8 11,2.236897457102419,9,2
6 25,2.236897457102419,9,2
west,2.1844046158205632,13,3
runner,2.1844046158205632,13,3
may struggle,2.1844046158205632,13,3
competitor,2.1573812416503912,17,4
desire,2.0699539615792943,16,4
superstar,2.0671551484613833,8,2
shows solid,2.0671551484613833,8,2
espn,2.0671551484613833,8,2
good speed,2.0671551484613833,8,2
attention,2.0671551484613833,8,2
translates,2.0617421615683025,4,1
195 pounds,2.0617421615683025,4,1
2011 lebron,2.0617421615683025,4,1
still lacks,2.0617421615683025,4,1
energetic,2.0617421615683025,4,1
drills,2.0617421615683025,4,1
wide shoulders,2.0617421615683025,4,1
15 17,2.0617421615683025,4,1
determined,2.0617421615683025,4,1
13 1,2.0617421615683025,4,1
dump,2.0617421615683025,4,1
season ending,2.0617421615683025,4,1
great shot,2.0617421615683025,4,1
occasions,2.0617421615683025,4,1
u18 tryouts,2.0617421615683025,4,1
great anticipation,2.0617421615683025,4,1
jump athlete,2.0617421615683025,4,1
nice mid,2.0617421615683025,4,1
191,2.0617421615683025,4,1
participant,2.0617421615683025,4,1
consistent scorer,2.0617421615683025,4,1
big frame,2.0617421615683025,4,1
villanova,2.0617421615683025,4,1
9 steals,2.0617421615683025,4,1
120,2.0617421615683025,4,1
iso player,2.0617421615683025,4,1
basketball body,2.0617421615683025,4,1
reflexes,2.0617421615683025,4,1
full court,2.0617421615683025,4,1
shot 25,2.0617421615683025,4,1
3 zone,2.0617421615683025,4,1
highly efficient,2.0617421615683025,4,1
level speed,2.0617421615683025,4,1
hesitant,2.0617421615683025,4,1
small four,2.0617421615683025,4,1
strengths combo,2.0617421615683025,4,1
hook shot,2.0617421615683025,4,1
clip 2,2.0617421615683025,4,1
refined,2.0617421615683025,4,1
2018 good,2.0617421615683025,4,1
ten player,2.0617421615683025,4,1
background,2.0617421615683025,4,1
rim plays,2.0617421615683025,4,1
physical strength,2.0617421615683025,4,1
excellent handler,2.0617421615683025,4,1
averaged 5,2.0617421615683025,4,1
jumped,2.0617421615683025,4,1
evolved,2.0617421615683025,4,1
dribble good,2.0617421615683025,4,1
3 31,2.0617421615683025,4,1
flashed,2.0617421615683025,4,1
comparisons,2.0617421615683025,4,1
boeheim,2.0617421615683025,4,1
three level,2.0617421615683025,4,1
school level,2.0617421615683025,4,1
