Name,draft_year,draft_pick,position,Season,Team,Cl,Pos,Ht,G,FGM,3FG,FT,PTS,PPG,FGA,FG%,3PG,3FGA,3FG%,FTA,FT%,REB,RPG,AST,APG,BLKS,BKPG,ST,STPG,TO,Ratio,Trpl Dbl,Dbl Dbl,MP,MPG,ORebs,DRebs
Jerian Grant,2015,20,Point Guard,2014-2015,Notre Dame,Sr.,G,6-5,38,204.0,50.0,170.0,628.0,16.5,427.0,47.8,,158.0,31.64556962025317,218.0,78.0,115.0,3.026315789473684,252.0,6.6,19.0,0.5,63.0,1.66,82.0,3.07,,5.0,1408:00,37:03,13.0,102.0
Frank Kaminsky,2015,22,Center,2014-2015,Wisconsin,Sr.,F,7-0,39,267.0,42.0,156.0,732.0,18.8,488.0,54.7,,101.0,41.584158415841586,200.0,78.0,320.0,8.2,103.0,2.641025641025641,57.0,1.46,33.0,0.8461538461538461,63.0,,,14.0,1311:00,33:36,58.0,262.0
Delon Wright,2015,23,Point Guard/Shooting Guard,2014-2015,Utah,Sr.,G,6-5,35,165.0,26.0,153.0,509.0,14.5,324.0,50.92592592592592,,73.0,35.61643835616438,183.0,83.6,173.0,4.942857142857143,178.0,5.1,34.0,0.9714285714285714,73.0,2.09,68.0,2.62,,,1165:00,33:17,34.0,139.0
Kevon Looney,2015,24,Power Forward,2014-2015,UCLA,Fr.,F,6-9,36,151.0,22.0,92.0,416.0,11.555555555555555,321.0,47.0404984423676,,53.0,41.509433962264154,147.0,62.58503401360544,331.0,9.2,51.0,1.4166666666666667,32.0,0.8888888888888888,46.0,1.2777777777777777,45.0,,,15.0,1114:00,,122.0,209.0
Rondae Hollis-Jefferson,2015,26,Small Forward,2014-2015,Arizona,So.,F,6-7,38,138.0,6.0,145.0,427.0,11.236842105263158,275.0,50.18181818181818,,29.0,20.689655172413794,205.0,70.73170731707317,260.0,6.8,59.0,1.5526315789473684,32.0,0.8421052631578947,44.0,1.1578947368421053,59.0,,,4.0,1090:00,,77.0,183.0
Norman Powell,2015,27,Shooting Guard,2014-2015,UCLA,Sr.,G,6-4,36,213.0,38.0,127.0,591.0,16.4,467.0,45.6,,119.0,31.932773109243698,169.0,75.14792899408285,169.0,4.694444444444445,75.0,2.0833333333333335,16.0,0.4444444444444444,66.0,1.83,80.0,,,,1244:00,34:33,21.0,148.0
Tyus Jones,2015,28,Point Guard,2014-2015,Duke,Fr.,G,6-1,39,135.0,47.0,144.0,461.0,11.82051282051282,324.0,41.666666666666664,,124.0,37.903225806451616,162.0,88.9,137.0,3.5128205128205128,217.0,5.6,3.0,0.0769230769230769,59.0,1.51,76.0,2.86,,,1322:00,33:53,19.0,118.0
Jordan Mickey,2015,29,Power Forward,2014-2015,LSU,So.,F,6-8,31,191.0,1.0,95.0,478.0,15.4,379.0,50.4,,9.0,11.11111111111111,147.0,64.62585034013605,308.0,9.9,40.0,1.2903225806451613,113.0,3.65,29.0,0.935483870967742,101.0,,,16.0,1081:00,34:52,99.0,209.0
Rakeem Christmas,2015,30,Power Forward/Center,2014-2015,Syracuse,Sr.,F,6-9,31,203.0,0.0,136.0,542.0,17.5,367.0,55.3,,1.0,0.0,191.0,71.20418848167539,279.0,9.0,47.0,1.5161290322580645,77.0,2.48,29.0,0.935483870967742,78.0,,,12.0,1064:00,34:19,96.0,183.0
Richaun Holmes,2015,32,Power Forward,2014-2015,Bowling Green,Sr.,F,6-8,31,165.0,18.0,109.0,457.0,14.7,293.0,56.3,,43.0,41.86046511627907,153.0,71.24183006535948,248.0,8.0,26.0,0.8387096774193549,83.0,2.68,22.0,0.7096774193548387,60.0,,,5.0,,,88.0,160.0
Jarell Martin,2015,35,Power Forward,2014-2015,LSU,So.,F,6-9,33,202.0,14.0,140.0,558.0,16.9,397.0,50.9,,52.0,26.923076923076923,203.0,68.96551724137932,305.0,9.2,59.0,1.7878787878787878,23.0,0.696969696969697,38.0,1.1515151515151516,92.0,,,15.0,1159:00,35:07,98.0,207.0
Cliff Alexander,2015,37,Power Forward/Center,2014-2015,Kansas,Fr.,F,6-8,28,73.0,0.0,53.0,199.0,7.107142857142857,129.0,56.58914728682171,,0.0,,79.0,67.0886075949367,148.0,5.285714285714286,12.0,0.4285714285714285,37.0,1.32,5.0,0.1785714285714285,28.0,,,,,,55.0,93.0
Christian Wood,2015,38,Power Forward,2014-2015,UNLV,So.,F,6-10,33,187.0,25.0,120.0,519.0,15.7,376.0,49.7,,88.0,28.40909090909091,163.0,73.61963190184049,329.0,10.0,43.0,1.303030303030303,90.0,2.73,11.0,0.3333333333333333,79.0,,,18.0,1078:00,,94.0,235.0
Dakari Johnson,2015,41,Center,2014-2015,Kentucky,So.,C,7-0,39,79.0,0.0,90.0,248.0,6.358974358974359,156.0,50.64102564102564,,0.0,,144.0,62.5,179.0,4.589743589743589,29.0,0.7435897435897436,36.0,0.9230769230769232,14.0,0.358974358974359,42.0,,,,,,67.0,112.0
Joseph Young,2015,44,Point Guard/Shooting Guard,2014-2015,Oregon,Sr.,G,6-2,36,265.0,91.0,124.0,745.0,20.7,592.0,44.8,2.53,255.0,35.7,134.0,92.5,160.0,4.444444444444445,134.0,3.7,1.0,0.0277777777777777,41.0,1.1388888888888888,87.0,1.54,,,1322:00,36:43,19.0,141.0
Anthony Brown,2015,45,Shooting Guard/Small Forward,2014-2015,Stanford,Sr.,G,6-6,37,176.0,79.0,116.0,547.0,14.8,408.0,43.13725490196079,2.14,179.0,44.134078212290504,146.0,79.5,256.0,6.9,94.0,2.5405405405405403,7.0,0.1891891891891892,28.0,0.7567567567567568,72.0,,,5.0,1320:00,35:40,42.0,214.0
Josh Richardson,2015,49,Shooting Guard,2014-2015,Tennessee,Sr.,G,6-6,32,184.0,46.0,99.0,513.0,16.0,399.0,46.1,,128.0,35.9375,124.0,79.8,143.0,4.46875,115.0,3.6,16.0,0.5,67.0,2.09,85.0,,,,1162:00,36:18,28.0,115.0
Andrew Harrison,2015,51,Point Guard/Shooting Guard,2014-2015,Kentucky,So.,G,6-6,39,101.0,36.0,126.0,364.0,9.333333333333334,267.0,37.827715355805246,,94.0,38.297872340425535,159.0,79.2,87.0,2.230769230769231,139.0,3.6,8.0,0.2051282051282051,40.0,1.0256410256410255,64.0,2.17,,,,,13.0,74.0
Vince Hunter,2015,52,Small Forward/Power Forward,2014-2015,UTEP,So.,F,6-8,33,182.0,4.0,124.0,492.0,14.9,346.0,52.6,,10.0,40.0,207.0,59.90338164251208,305.0,9.2,55.0,1.6666666666666667,34.0,1.0303030303030305,41.0,1.2424242424242424,92.0,,,13.0,,,88.0,217.0
Pat Connaughton,2015,53,Shooting Guard,2014-2015,Notre Dame,Sr.,G,6-5,38,166.0,93.0,50.0,475.0,12.5,356.0,46.62921348314607,2.45,220.0,42.27272727272727,64.0,78.125,282.0,7.4,57.0,1.5,36.0,0.9473684210526316,27.0,0.7105263157894737,44.0,,,9.0,1351:00,35:33,41.0,241.0
Branden Dawson,2015,54,Small Forward/Power Forward,2014-2015,Michigan St.,Sr.,F,6-6,35,182.0,0.0,51.0,415.0,11.857142857142858,340.0,53.5,,0.0,,104.0,49.03846153846154,318.0,9.1,59.0,1.6857142857142855,58.0,1.66,42.0,1.2,67.0,,,9.0,,,102.0,216.0
Chasson Randle,2015,58,Point Guard/Shooting Guard,2014-2015,Stanford,Sr.,G,6-1,37,217.0,90.0,200.0,724.0,19.6,539.0,40.3,2.43,248.0,36.29032258064516,228.0,87.7,123.0,3.324324324324324,112.0,3.027027027027027,5.0,0.1351351351351351,50.0,1.351351351351351,75.0,1.49,,,1347:00,36:24,11.0,112.0
Larry Nance Jr.,2015,59,Power Forward,2014-2015,Wyoming,Sr.,F,6-8,31,185.0,14.0,114.0,498.0,16.1,360.0,51.4,,42.0,33.333333333333336,145.0,78.6,224.0,7.2,76.0,2.4516129032258065,37.0,1.19,37.0,1.1935483870967742,70.0,,,7.0,1082:00,34:54,44.0,180.0
Treveon Graham,2015,64,Shooting Guard,2014-2015,VCU,Sr.,G,6-5,33,172.0,64.0,125.0,533.0,16.2,402.0,42.8,1.94,168.0,38.095238095238095,181.0,69.06077348066299,235.0,7.1,53.0,1.606060606060606,9.0,0.2727272727272727,20.0,0.6060606060606061,38.0,,,7.0,,,73.0,162.0
Aaron Harrison,2015,70,Shooting Guard,2014-2015,Kentucky,So.,G,6-6,39,146.0,59.0,79.0,430.0,11.025641025641026,370.0,39.45945945945946,,187.0,31.550802139037433,101.0,78.21782178217822,100.0,2.5641025641025643,55.0,1.4102564102564104,6.0,0.1538461538461538,43.0,1.1025641025641026,35.0,,,,,,15.0,85.0
Quinn Cook,2015,80,Point Guard,2014-2015,Duke,Sr.,G,6-2,39,199.0,102.0,98.0,598.0,15.3,439.0,45.3,2.62,258.0,39.5,110.0,89.1,131.0,3.358974358974359,103.0,2.641025641025641,1.0,0.0256410256410256,39.0,1.0,47.0,,,,1396:00,35:47,15.0,116.0
Alan Williams,2015,81,Power Forward/Center,2014-2015,UC Santa Barbara,Sr.,C,6-7,26,160.0,0.0,129.0,449.0,17.3,349.0,45.8,,3.0,0.0,168.0,76.8,308.0,11.8,45.0,1.7307692307692308,47.0,1.81,31.0,1.1923076923076923,51.0,,,17.0,,,86.0,222.0
Darrun Hilliard,2015,87,Shooting Guard,2014-2015,Villanova,Sr.,G,6-6,35,170.0,79.0,82.0,501.0,14.3,386.0,44.04145077720207,2.26,204.0,38.72549019607843,103.0,79.6116504854369,109.0,3.1142857142857143,74.0,2.1142857142857143,12.0,0.3428571428571428,63.0,1.8,42.0,,,,,,16.0,93.0
Ben Simmons,2016,1,Small Forward/Power Forward,2015-2016,LSU,Fr.,F,6-10,33,216.0,1.0,199.0,632.0,19.2,386.0,56.0,,3.0,33.333333333333336,297.0,67.003367003367,388.0,11.8,158.0,4.8,27.0,0.8181818181818182,65.0,1.97,111.0,,,23.0,1151:00,34:52,103.0,285.0
Brandon Ingram,2016,2,Small Forward,2015-2016,Duke,Fr.,F,6-9,36,214.0,80.0,116.0,624.0,17.3,484.0,44.2,2.22,195.0,41.02564102564103,170.0,68.23529411764706,244.0,6.8,69.0,1.9166666666666667,49.0,1.36,40.0,1.1111111111111112,70.0,,,8.0,1246:00,34:36,67.0,177.0
Jaylen Brown,2016,3,Shooting Guard/Small Forward,2015-2016,California,Fr.,F,6-7,34,163.0,30.0,142.0,498.0,14.647058823529411,378.0,43.12169312169312,,97.0,30.927835051546392,217.0,65.43778801843318,172.0,5.0588235294117645,65.0,1.911764705882353,22.0,0.6470588235294118,27.0,0.7941176470588235,102.0,,,,,,34.0,138.0
Kris Dunn,2016,4,Point Guard,2015-2016,Providence,Jr.,G,6-4,33,184.0,42.0,132.0,542.0,16.4,411.0,44.8,,113.0,37.16814159292036,190.0,69.47368421052632,176.0,5.333333333333333,206.0,6.2,20.0,0.6060606060606061,82.0,2.48,116.0,1.78,1.0,7.0,1088:00,32:58,36.0,140.0
Buddy Hield,2016,5,Shooting Guard,2015-2016,Oklahoma,Sr.,G,6-4,37,301.0,147.0,176.0,925.0,25.0,601.0,50.1,3.97,322.0,45.7,200.0,88.0,212.0,5.72972972972973,74.0,2.0,18.0,0.4864864864864865,42.0,1.135135135135135,113.0,,,,1309:00,35:22,46.0,166.0
Marquese Chriss,2016,7,Power Forward,2015-2016,Washington,Fr.,F,6-9,34,179.0,21.0,89.0,468.0,13.764705882352942,338.0,53.0,,60.0,35.0,130.0,68.46153846153847,183.0,2.5,26.0,0.7647058823529411,55.0,1.62,32.0,0.9411764705882352,69.0,,,6.0,,,85.0,98.0
Domantas Sabonis,2016,8,Power Forward/Center,2015-2016,Gonzaga,So.,F,6-10,36,239.0,5.0,150.0,633.0,17.6,391.0,61.1,,14.0,35.714285714285715,195.0,76.92307692307692,426.0,11.8,64.0,1.7777777777777777,31.0,0.8611111111111112,22.0,0.6111111111111112,93.0,,,23.0,1146:00,,110.0,316.0
Jamal Murray,2016,10,Point Guard/Shooting Guard,2015-2016,Kentucky,Fr.,G,6-4,36,244.0,113.0,119.0,720.0,20.0,538.0,45.4,3.14,277.0,40.8,152.0,78.3,180.0,5.0,78.0,2.1666666666666665,11.0,0.3055555555555556,35.0,0.9722222222222222,79.0,,,,1267:00,35:11,53.0,127.0
Dejounte Murray,2016,11,Point Guard/Shooting Guard,2015-2016,Washington,Fr.,G,6-5,34,202.0,34.0,110.0,548.0,16.1,486.0,41.56378600823045,,118.0,28.8135593220339,166.0,66.26506024096386,203.0,5.970588235294118,151.0,4.4,10.0,0.2941176470588235,62.0,1.82,110.0,,,,1139:00,33:30,48.0,155.0
Malik Beasley,2016,12,Shooting Guard,2015-2016,Florida St.,Fr.,G,6-5,34,185.0,55.0,104.0,529.0,15.6,393.0,47.1,,142.0,38.732394366197184,128.0,81.3,175.0,5.147058823529412,50.0,1.4705882352941178,6.0,0.1764705882352941,29.0,0.8529411764705882,58.0,,,,,,44.0,131.0
Deyonta Davis,2016,13,Power Forward/Center,2015-2016,Michigan St.,Fr.,F,6-10,35,116.0,0.0,22.0,254.0,7.257142857142857,194.0,59.79381443298969,,0.0,,36.0,61.111111111111114,185.0,5.285714285714286,26.0,0.7428571428571429,64.0,1.83,8.0,0.2285714285714285,28.0,,,,,,70.0,115.0
Skal Labissiere,2016,14,Power Forward/Center,2015-2016,Kentucky,Fr.,F,6-11,36,92.0,0.0,40.0,224.0,6.222222222222222,178.0,51.68539325842696,,2.0,0.0,57.0,70.17543859649123,110.0,3.0555555555555554,11.0,0.3055555555555556,59.0,1.64,9.0,0.25,32.0,,,,,,33.0,77.0
Damian Jones,2016,15,Center,2015-2016,Vanderbilt,Jr.,C,6-10,33,184.0,0.0,90.0,458.0,13.87878787878788,312.0,59.0,,3.0,0.0,168.0,53.57142857142857,227.0,6.9,38.0,1.1515151515151516,54.0,1.64,8.0,0.2424242424242424,65.0,,,7.0,,,74.0,153.0
Brice Johnson,2016,16,Power Forward,2015-2016,North Carolina,Sr.,F,6-9,40,267.0,0.0,144.0,678.0,17.0,435.0,61.4,,0.0,,184.0,78.3,416.0,10.4,58.0,1.45,59.0,1.48,43.0,1.075,70.0,,,23.0,1121:00,,115.0,301.0
Jakob Poeltl,2016,17,Center,2015-2016,Utah,So.,F,7-0,36,228.0,0.0,164.0,620.0,17.2,353.0,64.6,,0.0,,238.0,68.90756302521008,327.0,9.1,69.0,1.9166666666666667,56.0,1.56,21.0,0.5833333333333334,73.0,,,16.0,1093:00,,102.0,225.0
Henry Ellenson,2016,18,Power Forward/Center,2015-2016,Marquette,Fr.,F,6-10,33,194.0,30.0,143.0,561.0,17.0,435.0,44.6,,104.0,28.846153846153847,191.0,74.86910994764398,321.0,9.7,59.0,1.7878787878787878,49.0,1.48,28.0,0.8484848484848485,78.0,,,18.0,1107:00,33:32,71.0,250.0
Malachi Richardson,2016,19,Shooting Guard,2015-2016,Syracuse,Fr.,G,6-6,37,152.0,79.0,113.0,496.0,13.405405405405403,412.0,36.89320388349515,2.14,224.0,35.267857142857146,157.0,71.97452229299363,158.0,4.27027027027027,77.0,2.081081081081081,10.0,0.2702702702702703,43.0,1.162162162162162,79.0,,,,1272:00,34:22,19.0,139.0
Denzel Valentine,2016,20,Shooting Guard/Small Forward,2015-2016,Michigan St.,Sr.,G,6-5,31,205.0,104.0,81.0,595.0,19.2,444.0,46.2,3.35,234.0,44.4,95.0,85.3,234.0,7.5,241.0,7.8,7.0,0.2258064516129032,30.0,0.967741935483871,85.0,2.84,2.0,12.0,1022:00,32:58,25.0,209.0
Caris LeVert,2016,22,Shooting Guard,2015-2016,Michigan,Sr.,G,6-7,15,74.0,24.0,46.0,218.0,14.533333333333331,146.0,50.68493150684932,,57.0,42.10526315789474,58.0,79.3103448275862,73.0,4.866666666666666,71.0,4.733333333333333,3.0,0.2,13.0,0.8666666666666667,22.0,,1.0,,,,8.0,65.0
Patrick McCaw,2016,23,Shooting Guard,2015-2016,UNLV,So.,G,6-7,33,168.0,68.0,82.0,486.0,14.727272727272728,361.0,46.5,,186.0,36.55913978494624,106.0,77.35849056603773,169.0,5.121212121212121,128.0,3.9,13.0,0.3939393939393939,81.0,2.45,68.0,1.88,,,1113:00,33:43,38.0,131.0
Taurean Prince,2016,27,Small Forward,2015-2016,Baylor,Sr.,F,6-8,34,187.0,53.0,113.0,540.0,15.9,433.0,43.2,,147.0,36.054421768707485,141.0,80.1418439716312,201.0,2.38,76.0,2.235294117647059,25.0,0.7352941176470589,43.0,1.2647058823529411,86.0,,,6.0,,,81.0,125.0
Malcolm Brogdon,2016,34,Shooting Guard,2015-2016,Virginia,Sr.,G,6-5,37,230.0,75.0,140.0,675.0,18.2,503.0,45.7,,192.0,39.0625,156.0,89.7,146.0,3.945945945945946,115.0,3.108108108108108,9.0,0.2432432432432432,34.0,0.918918918918919,52.0,2.21,,,1263:00,34:08,18.0,128.0
Gary Payton II,2016,35,Point Guard/Shooting Guard,2015-2016,Oregon St.,Sr.,G,6-3,32,205.0,22.0,79.0,511.0,16.0,422.0,48.6,,70.0,31.428571428571427,123.0,64.22764227642277,251.0,7.8,161.0,5.0,16.0,0.5,80.0,2.5,74.0,2.18,,8.0,1096:00,34:15,77.0,174.0
Pascal Siakam,2016,36,Power Forward,2015-2016,New Mexico St.,So.,F,6-9,34,275.0,3.0,137.0,690.0,20.3,510.0,53.9,,15.0,20.0,202.0,67.82178217821782,396.0,11.6,58.0,1.7058823529411764,76.0,2.24,34.0,1.0,68.0,,,27.0,1173:00,34:30,132.0,264.0
Diamond Stone,2016,37,Center,2015-2016,Maryland,Fr.,C,6-11,35,161.0,0.0,102.0,424.0,12.114285714285714,287.0,56.09756097560975,,0.0,,133.0,76.69172932330827,183.0,2.2,15.0,0.4285714285714285,56.0,1.6,17.0,0.4857142857142857,51.0,,,,,,77.0,109.0
Demetrius Jackson,2016,38,Point Guard,2015-2016,Notre Dame,Jr.,G,6-1,35,193.0,54.0,113.0,553.0,15.8,428.0,45.1,,163.0,33.12883435582822,139.0,81.3,121.0,3.4571428571428573,164.0,4.7,10.0,0.2857142857142857,43.0,1.2285714285714286,76.0,2.16,,,1259:00,35:58,31.0,90.0
Joel Bolomboy,2016,40,Power Forward,2015-2016,Weber St.,Sr.,F,6-9,33,193.0,20.0,159.0,565.0,17.1,337.0,57.3,,55.0,36.36363636363637,228.0,69.73684210526316,415.0,12.6,36.0,1.0909090909090908,41.0,1.24,23.0,0.696969696969697,78.0,,,26.0,,,109.0,306.0
Michael Gbinije,2016,41,Shooting Guard/Small Forward,2015-2016,Syracuse,Sr.,F,6-7,37,225.0,91.0,106.0,647.0,17.5,488.0,46.1,2.46,233.0,39.05579399141631,160.0,66.25,151.0,4.081081081081081,160.0,4.3,13.0,0.3513513513513513,71.0,1.92,105.0,,,,1403:00,37:55,40.0,111.0
Kahlil Felder,2016,42,Point Guard,2015-2016,Oakland,Jr.,G,5-9,35,269.0,76.0,239.0,853.0,24.4,612.0,44.0,2.17,214.0,35.51401869158879,282.0,84.8,149.0,4.257142857142857,324.0,9.3,7.0,0.2,69.0,1.97,120.0,2.7,1.0,19.0,1286:00,36:44,26.0,123.0
Isaiah Whitehead,2016,43,Point Guard/Shooting Guard,2015-2016,Seton Hall,So.,G,6-4,34,194.0,81.0,149.0,618.0,18.2,512.0,37.890625,2.38,222.0,36.48648648648648,196.0,76.0204081632653,122.0,3.588235294117647,173.0,5.1,49.0,1.44,40.0,1.1764705882352942,118.0,,,,1098:00,,18.0,104.0
Daniel Hamilton,2016,44,Shooting Guard/Small Forward,2015-2016,UConn,So.,F,6-7,36,159.0,47.0,86.0,451.0,12.52777777777778,411.0,38.68613138686131,,142.0,33.098591549295776,100.0,86.0,321.0,8.9,170.0,4.7,15.0,0.4166666666666667,38.0,1.0555555555555556,85.0,2.0,1.0,12.0,1147:00,,33.0,288.0
Tyler Ulis,2016,45,Point Guard,2015-2016,Kentucky,So.,G,5-9,35,192.0,55.0,167.0,606.0,17.3,442.0,43.4,,160.0,34.375,195.0,85.6,103.0,2.942857142857143,246.0,7.0,4.0,0.1142857142857142,51.0,1.46,69.0,3.57,,8.0,1288:00,36:48,19.0,84.0
Ben Bentil,2016,47,Power Forward,2015-2016,Providence,So.,F,6-9,35,246.0,52.0,194.0,738.0,21.1,533.0,46.2,,158.0,32.91139240506329,248.0,78.2,268.0,7.7,40.0,1.1428571428571428,36.0,1.0285714285714285,30.0,0.8571428571428571,67.0,,,7.0,1198:00,34:13,94.0,174.0
Danuel House,2016,54,Shooting Guard/Small Forward,2015-2016,Texas A&M,Sr.,G,6-7,36,185.0,75.0,118.0,563.0,15.6,467.0,39.61456102783726,2.08,243.0,30.864197530864196,165.0,71.51515151515152,171.0,4.75,77.0,2.138888888888889,11.0,0.3055555555555556,19.0,0.5277777777777778,64.0,,,,1114:00,,39.0,132.0
Troy Williams,2016,55,Small Forward,2015-2016,Indiana,Jr.,F,6-7,35,163.0,26.0,112.0,464.0,13.257142857142858,318.0,51.25786163522013,,75.0,34.666666666666664,162.0,69.1358024691358,204.0,5.828571428571428,70.0,2.0,28.0,0.8,39.0,1.1142857142857143,93.0,,,,,,50.0,154.0
Ron Baker,2016,56,Shooting Guard,2015-2016,Wichita St.,Sr.,G,6-3,35,160.0,64.0,107.0,491.0,14.028571428571428,377.0,42.44031830238727,,183.0,34.97267759562842,135.0,79.3,168.0,4.8,113.0,3.2285714285714286,21.0,0.6,53.0,1.51,54.0,2.09,,,1106:00,,19.0,149.0
Tyrone Wallace,2016,59,Point Guard/Shooting Guard,2015-2016,California,Sr.,G,6-5,28,151.0,23.0,96.0,407.0,14.535714285714286,343.0,44.0,,77.0,29.87012987012987,147.0,65.3061224489796,142.0,5.071428571428571,124.0,4.4,12.0,0.4285714285714285,26.0,0.9285714285714286,76.0,1.63,,,,,26.0,116.0
Dorian Finney-Smith,2016,65,Small Forward/Power Forward,2015-2016,Florida,Sr.,F,6-8,36,169.0,71.0,121.0,530.0,14.72222222222222,387.0,43.66925064599483,,193.0,36.78756476683938,165.0,73.33333333333333,300.0,8.3,75.0,2.0833333333333335,29.0,0.8055555555555556,33.0,0.9166666666666666,68.0,,,8.0,1143:00,,89.0,211.0
Marcus Paige,2016,68,Point Guard,2015-2016,North Carolina,Sr.,G,6-2,34,141.0,74.0,72.0,428.0,12.588235294117649,354.0,39.83050847457627,2.18,208.0,35.57692307692308,93.0,77.41935483870968,86.0,2.5294117647058822,128.0,3.8,15.0,0.4411764705882353,39.0,1.1470588235294117,42.0,3.05,,,,,15.0,71.0
Kyle Wiltjer,2016,69,Power Forward,2015-2016,Gonzaga,Sr.,F,6-10,36,260.0,90.0,126.0,736.0,20.4,529.0,49.1,2.5,206.0,43.7,147.0,85.7,228.0,6.333333333333333,53.0,1.4722222222222223,29.0,0.8055555555555556,13.0,0.3611111111111111,74.0,,,,1209:00,33:35,61.0,167.0
Isaiah Taylor,2016,70,Point Guard,2015-2016,Texas,Jr.,G,6-3,33,159.0,19.0,159.0,496.0,15.030303030303031,379.0,41.952506596306065,,62.0,30.64516129032258,196.0,81.1,92.0,2.787878787878788,164.0,5.0,7.0,0.2121212121212121,29.0,0.8787878787878788,61.0,2.69,,,,,14.0,78.0
Jake Layman,2016,74,Small Forward,2015-2016,Maryland,Sr.,F,6-8,36,137.0,57.0,74.0,405.0,11.25,271.0,50.55350553505535,,144.0,39.583333333333336,90.0,82.22222222222223,178.0,4.944444444444445,41.0,1.1388888888888888,36.0,1.0,40.0,1.1111111111111112,56.0,,,,1130:00,,31.0,147.0
Jarrod Uthoff,2016,75,Power Forward,2015-2016,Iowa,Sr.,F,6-9,33,218.0,66.0,122.0,624.0,18.9,487.0,44.8,,173.0,38.15028901734104,150.0,81.3,209.0,4.88,36.0,1.0909090909090908,86.0,2.61,32.0,0.9696969696969696,38.0,,,,,,48.0,161.0
Damion Lee,2016,76,Shooting Guard,2015-2016,Louisville,Sr.,G,6-6,30,152.0,61.0,113.0,478.0,15.9,355.0,42.8,,179.0,34.07821229050279,134.0,84.3,117.0,3.9,59.0,1.9666666666666663,1.0,0.0333333333333333,46.0,1.53,50.0,,,,1007:00,33:34,19.0,98.0
Georges Niang,2016,78,Small Forward/Power Forward,2015-2016,Iowa St.,Sr.,F,6-7,35,283.0,56.0,96.0,718.0,20.5,518.0,54.6,,143.0,39.16083916083916,119.0,80.7,218.0,4.91,117.0,3.342857142857143,22.0,0.6285714285714286,31.0,0.8857142857142857,92.0,,,,1162:00,33:12,46.0,172.0
Tim Quarterman,2016,83,Shooting Guard,2015-2016,LSU,Jr.,G,6-6,33,118.0,48.0,84.0,368.0,11.151515151515152,284.0,41.54929577464789,,140.0,34.285714285714285,133.0,63.1578947368421,153.0,4.636363636363637,120.0,3.6,13.0,0.3939393939393939,32.0,0.9696969696969696,53.0,2.26,,,,,52.0,101.0
Ryan Anderson,2016,88,Power Forward,2015-2016,Arizona,Sr.,F,6-9,33,174.0,2.0,155.0,505.0,15.303030303030305,319.0,54.5,,7.0,28.571428571428573,208.0,74.51923076923077,334.0,10.1,26.0,0.7878787878787878,20.0,0.6060606060606061,23.0,0.696969696969697,63.0,,,17.0,,,99.0,235.0
Chinanu Onuaku,2016,89,Center,2015-2016,Louisville,So.,C,6-10,31,137.0,0.0,33.0,307.0,9.903225806451612,221.0,61.990950226244344,,1.0,0.0,56.0,58.92857142857143,263.0,8.5,51.0,1.6451612903225807,62.0,2.0,24.0,0.7741935483870968,65.0,,,11.0,,,91.0,172.0
Shawn Long,2016,91,Power Forward,2015-2016,Louisiana,Sr.,F,6-9,34,232.0,18.0,160.0,642.0,18.9,443.0,52.4,,61.0,29.50819672131147,235.0,68.08510638297872,411.0,12.1,47.0,1.3823529411764706,61.0,1.79,23.0,0.6764705882352942,90.0,,,23.0,,,137.0,274.0
Jalen Jones,2016,92,Small Forward,2015-2016,Texas A&M,Sr.,F,6-7,33,175.0,2.0,120.0,504.0,15.272727272727272,412.0,42.47572815533981,,4.0,50.0,171.0,70.17543859649123,236.0,7.2,6.0,0.1818181818181818,3.0,0.0909090909090909,11.0,0.3333333333333333,13.0,,,5.0,,,64.0,172.0
Josh Jackson,2017,1,Shooting Guard/Small Forward,2016-2017,Kansas,---,-,-,35,220.0,34.0,98.0,572.0,16.3,429.0,51.3,,90.0,37.77777777777778,173.0,56.64739884393064,258.0,7.4,104.0,2.9714285714285715,37.0,1.06,59.0,1.69,97.0,,,13.0,,,81.0,177.0
Markelle Fultz,2017,2,Point Guard,2016-2017,Washington,Fr.,G,6-4,25,209.0,52.0,109.0,579.0,23.2,439.0,47.6,,129.0,40.310077519379846,168.0,64.88095238095238,147.0,5.88,148.0,5.9,30.0,1.2,40.0,1.6,80.0,1.85,,,892:00,35:40,35.0,112.0
Lonzo Ball,2017,3,Point Guard,2016-2017,UCLA,Fr.,G,6-6,36,189.0,80.0,66.0,524.0,14.555555555555555,343.0,55.1,2.22,194.0,41.23711340206186,98.0,67.34693877551021,216.0,5.08,274.0,7.6,28.0,0.7777777777777778,66.0,1.83,89.0,3.08,,9.0,1262:00,35:03,33.0,183.0
De'Aaron Fox,2017,4,Point Guard,2016-2017,Kentucky,Fr.,G,6-3,36,214.0,17.0,156.0,601.0,16.7,447.0,47.9,,69.0,24.63768115942029,212.0,73.58490566037736,143.0,3.9722222222222223,165.0,4.6,7.0,0.1944444444444444,53.0,1.47,87.0,1.9,1.0,,,,21.0,122.0
Jonathan Isaac,2017,5,Small Forward/Power Forward,2016-2017,Florida St.,Fr.,F,5-10,32,130.0,31.0,92.0,383.0,11.96875,256.0,50.78125,,89.0,34.831460674157306,118.0,78.0,251.0,7.8,37.0,1.15625,49.0,1.53,37.0,1.15625,48.0,,,8.0,,,56.0,195.0
